len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OTOKEN_perfect; pattern type: l0
len(selected_patterns):632; curr precision: 0.796; curr recall: 0.7017; curr f1: 0.7459; curr tp: 76595; curr fp: 19635; curr fn: 32556; curr tn: 1543543; precision of pattern: 0.4; tp, abs. recall of pattern: 11; pattern: _OTOKEN_caveat; pattern type: l0
len(selected_patterns):633; curr precision: 0.7958; curr recall: 0.7018; curr f1: 0.7459; curr tp: 76606; curr fp: 19652; curr fn: 32545; curr tn: 1543526; precision of pattern: 0.4; tp, abs. recall of pattern: 11; pattern: _OTOKEN_messing; pattern type: l0
len(selected_patterns):634; curr precision: 0.7958; curr recall: 0.7019; curr f1: 0.7459; curr tp: 76617; curr fp: 19659; curr fn: 32534; curr tn: 1543519; precision of pattern: 0.4; tp, abs. recall of pattern: 11; pattern: _OTOKEN_nope; pattern type: l0
len(selected_patterns):635; curr precision: 0.7958; curr recall: 0.702; curr f1: 0.746; curr tp: 76627; curr fp: 19662; curr fn: 32524; curr tn: 1543516; precision of pattern: 0.4; tp, abs. recall of pattern: 10; pattern: _OTOKEN_chore; pattern type: l0
len(selected_patterns):636; curr precision: 0.7954; curr recall: 0.7032; curr f1: 0.7465; curr tp: 76757; curr fp: 19742; curr fn: 32394; curr tn: 1543436; precision of pattern: 0.3864; tp, abs. recall of pattern: 130; pattern: _OTOKEN_waste; pattern type: l0
len(selected_patterns):637; curr precision: 0.795; curr recall: 0.7038; curr f1: 0.7466; curr tp: 76822; curr fp: 19807; curr fn: 32329; curr tn: 1543371; precision of pattern: 0.3913; tp, abs. recall of pattern: 65; pattern: _OTOKEN_fault; pattern type: l0
len(selected_patterns):638; curr precision: 0.7948; curr recall: 0.7043; curr f1: 0.7468; curr tp: 76880; curr fp: 19854; curr fn: 32271; curr tn: 1543324; precision of pattern: 0.3913; tp, abs. recall of pattern: 58; pattern: _OTOKEN_removed; pattern type: l0
len(selected_patterns):639; curr precision: 0.7944; curr recall: 0.7048; curr f1: 0.7469; curr tp: 76930; curr fp: 19912; curr fn: 32221; curr tn: 1543266; precision of pattern: 0.3913; tp, abs. recall of pattern: 50; pattern: _OTOKEN_separate; pattern type: l0
len(selected_patterns):640; curr precision: 0.7893; curr recall: 0.7093; curr f1: 0.7471; curr tp: 77421; curr fp: 20673; curr fn: 31730; curr tn: 1542505; precision of pattern: 0.3773; tp, abs. recall of pattern: 491; pattern: _OTOKEN_recommend; pattern type: l0
len(selected_patterns):641; curr precision: 0.7888; curr recall: 0.7099; curr f1: 0.7473; curr tp: 77485; curr fp: 20743; curr fn: 31666; curr tn: 1542435; precision of pattern: 0.3793; tp, abs. recall of pattern: 64; pattern: _OTOKEN_dedicated; pattern type: l0
len(selected_patterns):642; curr precision: 0.7883; curr recall: 0.7104; curr f1: 0.7473; curr tp: 77542; curr fp: 20826; curr fn: 31609; curr tn: 1542352; precision of pattern: 0.381; tp, abs. recall of pattern: 57; pattern: _OTOKEN_updated; pattern type: l0
len(selected_patterns):643; curr precision: 0.7881; curr recall: 0.7107; curr f1: 0.7474; curr tp: 77569; curr fp: 20861; curr fn: 31582; curr tn: 1542317; precision of pattern: 0.375; tp, abs. recall of pattern: 27; pattern: _OTOKEN_advantage; pattern type: l0
len(selected_patterns):644; curr precision: 0.788; curr recall: 0.7109; curr f1: 0.7475; curr tp: 77591; curr fp: 20870; curr fn: 31560; curr tn: 1542308; precision of pattern: 0.375; tp, abs. recall of pattern: 22; pattern: _OTOKEN_compromise; pattern type: l0
len(selected_patterns):645; curr precision: 0.7869; curr recall: 0.712; curr f1: 0.7476; curr tp: 77714; curr fp: 21045; curr fn: 31437; curr tn: 1542133; precision of pattern: 0.3651; tp, abs. recall of pattern: 123; pattern: _OTOKEN_normal; pattern type: l0
len(selected_patterns):646; curr precision: 0.7863; curr recall: 0.7125; curr f1: 0.7476; curr tp: 77775; curr fp: 21141; curr fn: 31376; curr tn: 1542037; precision of pattern: 0.3714; tp, abs. recall of pattern: 61; pattern: _OTOKEN_barely; pattern type: l0
len(selected_patterns):647; curr precision: 0.7861; curr recall: 0.7127; curr f1: 0.7476; curr tp: 77797; curr fp: 21174; curr fn: 31354; curr tn: 1542004; precision of pattern: 0.3571; tp, abs. recall of pattern: 22; pattern: _OTOKEN_fell; pattern type: l0
len(selected_patterns):648; curr precision: 0.7859; curr recall: 0.7129; curr f1: 0.7476; curr tp: 77809; curr fp: 21194; curr fn: 31342; curr tn: 1541984; precision of pattern: 0.3636; tp, abs. recall of pattern: 12; pattern: _OTOKEN_discrete; pattern type: l0
len(selected_patterns):649; curr precision: 0.7858; curr recall: 0.713; curr f1: 0.7476; curr tp: 77821; curr fp: 21210; curr fn: 31330; curr tn: 1541968; precision of pattern: 0.3636; tp, abs. recall of pattern: 12; pattern: _OTOKEN_popping; pattern type: l0
len(selected_patterns):650; curr precision: 0.7856; curr recall: 0.7137; curr f1: 0.7479; curr tp: 77897; curr fp: 21255; curr fn: 31254; curr tn: 1541923; precision of pattern: 0.3514; tp, abs. recall of pattern: 76; pattern: _OTOKEN_lost; pattern type: l0
len(selected_patterns):651; curr precision: 0.7853; curr recall: 0.714; curr f1: 0.748; curr tp: 77937; curr fp: 21304; curr fn: 31214; curr tn: 1541874; precision of pattern: 0.3333; tp, abs. recall of pattern: 40; pattern: _OTOKEN_excited; pattern type: l0
len(selected_patterns):652; curr precision: 0.7853; curr recall: 0.7142; curr f1: 0.7481; curr tp: 77961; curr fp: 21311; curr fn: 31190; curr tn: 1541867; precision of pattern: 0.3333; tp, abs. recall of pattern: 24; pattern: _OTOKEN_upgradable; pattern type: l0
len(selected_patterns):653; curr precision: 0.7852; curr recall: 0.7145; curr f1: 0.7482; curr tp: 77984; curr fp: 21336; curr fn: 31167; curr tn: 1541842; precision of pattern: 0.3333; tp, abs. recall of pattern: 23; pattern: _OTOKEN_demanding; pattern type: l0
len(selected_patterns):654; curr precision: 0.785; curr recall: 0.7147; curr f1: 0.7482; curr tp: 78005; curr fp: 21359; curr fn: 31146; curr tn: 1541819; precision of pattern: 0.3333; tp, abs. recall of pattern: 21; pattern: _OTOKEN_thick; pattern type: l0
len(selected_patterns):655; curr precision: 0.7849; curr recall: 0.7148; curr f1: 0.7482; curr tp: 78025; curr fp: 21386; curr fn: 31126; curr tn: 1541792; precision of pattern: 0.3333; tp, abs. recall of pattern: 20; pattern: _OTOKEN_high-end; pattern type: l0
len(selected_patterns):656; curr precision: 0.7849; curr recall: 0.715; curr f1: 0.7483; curr tp: 78043; curr fp: 21389; curr fn: 31108; curr tn: 1541789; precision of pattern: 0.3333; tp, abs. recall of pattern: 18; pattern: _OTOKEN_shortcomings; pattern type: l0
len(selected_patterns):657; curr precision: 0.7848; curr recall: 0.7152; curr f1: 0.7484; curr tp: 78061; curr fp: 21401; curr fn: 31090; curr tn: 1541777; precision of pattern: 0.3333; tp, abs. recall of pattern: 18; pattern: _OTOKEN_improvements; pattern type: l0
len(selected_patterns):658; curr precision: 0.7848; curr recall: 0.7153; curr f1: 0.7484; curr tp: 78079; curr fp: 21412; curr fn: 31072; curr tn: 1541766; precision of pattern: 0.3333; tp, abs. recall of pattern: 18; pattern: _OTOKEN_maxed; pattern type: l0
len(selected_patterns):659; curr precision: 0.7847; curr recall: 0.7155; curr f1: 0.7485; curr tp: 78096; curr fp: 21429; curr fn: 31055; curr tn: 1541749; precision of pattern: 0.3333; tp, abs. recall of pattern: 17; pattern: _OTOKEN_deleted; pattern type: l0
len(selected_patterns):660; curr precision: 0.7847; curr recall: 0.7156; curr f1: 0.7485; curr tp: 78109; curr fp: 21435; curr fn: 31042; curr tn: 1541743; precision of pattern: 0.3333; tp, abs. recall of pattern: 13; pattern: _OTOKEN_backwards; pattern type: l0
len(selected_patterns):661; curr precision: 0.7846; curr recall: 0.7157; curr f1: 0.7486; curr tp: 78122; curr fp: 21447; curr fn: 31029; curr tn: 1541731; precision of pattern: 0.3333; tp, abs. recall of pattern: 13; pattern: _OTOKEN_wiped; pattern type: l0
len(selected_patterns):662; curr precision: 0.7846; curr recall: 0.7158; curr f1: 0.7486; curr tp: 78135; curr fp: 21451; curr fn: 31016; curr tn: 1541727; precision of pattern: 0.3333; tp, abs. recall of pattern: 13; pattern: _OTOKEN_optimized; pattern type: l0
len(selected_patterns):663; curr precision: 0.7846; curr recall: 0.716; curr f1: 0.7487; curr tp: 78147; curr fp: 21460; curr fn: 31004; curr tn: 1541718; precision of pattern: 0.3333; tp, abs. recall of pattern: 12; pattern: _OTOKEN_corrected; pattern type: l0
len(selected_patterns):664; curr precision: 0.7845; curr recall: 0.716; curr f1: 0.7487; curr tp: 78157; curr fp: 21468; curr fn: 30994; curr tn: 1541710; precision of pattern: 0.3333; tp, abs. recall of pattern: 10; pattern: _OTOKEN_unwanted; pattern type: l0
len(selected_patterns):665; curr precision: 0.7838; curr recall: 0.7169; curr f1: 0.7488; curr tp: 78248; curr fp: 21586; curr fn: 30903; curr tn: 1541592; precision of pattern: 0.32; tp, abs. recall of pattern: 91; pattern: _OTOKEN_average; pattern type: l0
len(selected_patterns):666; curr precision: 0.7837; curr recall: 0.7171; curr f1: 0.7489; curr tp: 78273; curr fp: 21603; curr fn: 30878; curr tn: 1541575; precision of pattern: 0.3077; tp, abs. recall of pattern: 25; pattern: _OTOKEN_benefit; pattern type: l0
len(selected_patterns):667; curr precision: 0.7834; curr recall: 0.7176; curr f1: 0.7491; curr tp: 78331; curr fp: 21662; curr fn: 30820; curr tn: 1541516; precision of pattern: 0.2857; tp, abs. recall of pattern: 58; pattern: _OTOKEN_bother; pattern type: l0
len(selected_patterns):668; curr precision: 0.7834; curr recall: 0.7179; curr f1: 0.7492; curr tp: 78363; curr fp: 21670; curr fn: 30788; curr tn: 1541508; precision of pattern: 0.2857; tp, abs. recall of pattern: 32; pattern: _OTOKEN_fails; pattern type: l0
len(selected_patterns):669; curr precision: 0.7832; curr recall: 0.7182; curr f1: 0.7493; curr tp: 78391; curr fp: 21704; curr fn: 30760; curr tn: 1541474; precision of pattern: 0.2941; tp, abs. recall of pattern: 28; pattern: _OTOKEN_random; pattern type: l0
len(selected_patterns):670; curr precision: 0.7831; curr recall: 0.7184; curr f1: 0.7493; curr tp: 78413; curr fp: 21720; curr fn: 30738; curr tn: 1541458; precision of pattern: 0.2857; tp, abs. recall of pattern: 22; pattern: _OTOKEN_froze; pattern type: l0
len(selected_patterns):671; curr precision: 0.7829; curr recall: 0.7186; curr f1: 0.7494; curr tp: 78431; curr fp: 21746; curr fn: 30720; curr tn: 1541432; precision of pattern: 0.2941; tp, abs. recall of pattern: 18; pattern: _OTOKEN_enabled; pattern type: l0
len(selected_patterns):672; curr precision: 0.7829; curr recall: 0.7187; curr f1: 0.7494; curr tp: 78445; curr fp: 21759; curr fn: 30706; curr tn: 1541419; precision of pattern: 0.2857; tp, abs. recall of pattern: 14; pattern: _OTOKEN_locks; pattern type: l0
len(selected_patterns):673; curr precision: 0.7826; curr recall: 0.719; curr f1: 0.7495; curr tp: 78482; curr fp: 21800; curr fn: 30669; curr tn: 1541378; precision of pattern: 0.2778; tp, abs. recall of pattern: 37; pattern: _OTOKEN_covered; pattern type: l0
len(selected_patterns):674; curr precision: 0.7825; curr recall: 0.7193; curr f1: 0.7495; curr tp: 78511; curr fp: 21827; curr fn: 30640; curr tn: 1541351; precision of pattern: 0.2727; tp, abs. recall of pattern: 29; pattern: _OTOKEN_wasted; pattern type: l0
len(selected_patterns):675; curr precision: 0.7824; curr recall: 0.7195; curr f1: 0.7497; curr tp: 78537; curr fp: 21838; curr fn: 30614; curr tn: 1541340; precision of pattern: 0.25; tp, abs. recall of pattern: 26; pattern: _OTOKEN_critical; pattern type: l0
len(selected_patterns):676; curr precision: 0.7823; curr recall: 0.7198; curr f1: 0.7497; curr tp: 78562; curr fp: 21858; curr fn: 30589; curr tn: 1541320; precision of pattern: 0.25; tp, abs. recall of pattern: 25; pattern: _OTOKEN_lowest; pattern type: l0
len(selected_patterns):677; curr precision: 0.7822; curr recall: 0.7199; curr f1: 0.7498; curr tp: 78574; curr fp: 21873; curr fn: 30577; curr tn: 1541305; precision of pattern: 0.25; tp, abs. recall of pattern: 12; pattern: _OTOKEN_delivers; pattern type: l0
len(selected_patterns):678; curr precision: 0.7822; curr recall: 0.72; curr f1: 0.7498; curr tp: 78586; curr fp: 21876; curr fn: 30565; curr tn: 1541302; precision of pattern: 0.25; tp, abs. recall of pattern: 12; pattern: _OTOKEN_exceed; pattern type: l0
len(selected_patterns):679; curr precision: 0.7813; curr recall: 0.7213; curr f1: 0.7501; curr tp: 78728; curr fp: 22039; curr fn: 30423; curr tn: 1541139; precision of pattern: 0.2321; tp, abs. recall of pattern: 142; pattern: _OTOKEN_complaints; pattern type: l0
len(selected_patterns):680; curr precision: 0.7812; curr recall: 0.7214; curr f1: 0.7501; curr tp: 78746; curr fp: 22060; curr fn: 30405; curr tn: 1541118; precision of pattern: 0.2308; tp, abs. recall of pattern: 18; pattern: _OTOKEN_loss; pattern type: l0
len(selected_patterns):681; curr precision: 0.7809; curr recall: 0.7219; curr f1: 0.7503; curr tp: 78795; curr fp: 22103; curr fn: 30356; curr tn: 1541075; precision of pattern: 0.2222; tp, abs. recall of pattern: 49; pattern: _OTOKEN_doesnt; pattern type: l0
len(selected_patterns):682; curr precision: 0.7807; curr recall: 0.7223; curr f1: 0.7503; curr tp: 78839; curr fp: 22150; curr fn: 30312; curr tn: 1541028; precision of pattern: 0.2143; tp, abs. recall of pattern: 44; pattern: _OTOKEN_slim; pattern type: l0
len(selected_patterns):683; curr precision: 0.7805; curr recall: 0.7225; curr f1: 0.7504; curr tp: 78860; curr fp: 22183; curr fn: 30291; curr tn: 1540995; precision of pattern: 0.2; tp, abs. recall of pattern: 21; pattern: _OTOKEN_sticks; pattern type: l0
len(selected_patterns):684; curr precision: 0.7804; curr recall: 0.7227; curr f1: 0.7504; curr tp: 78878; curr fp: 22197; curr fn: 30273; curr tn: 1540981; precision of pattern: 0.2; tp, abs. recall of pattern: 18; pattern: _OTOKEN_lagging; pattern type: l0
len(selected_patterns):685; curr precision: 0.7803; curr recall: 0.7228; curr f1: 0.7505; curr tp: 78894; curr fp: 22207; curr fn: 30257; curr tn: 1540971; precision of pattern: 0.2; tp, abs. recall of pattern: 16; pattern: _OTOKEN_proprietary; pattern type: l0
len(selected_patterns):686; curr precision: 0.7803; curr recall: 0.7229; curr f1: 0.7505; curr tp: 78904; curr fp: 22217; curr fn: 30247; curr tn: 1540961; precision of pattern: 0.2; tp, abs. recall of pattern: 10; pattern: _OTOKEN_stuttering; pattern type: l0
len(selected_patterns):687; curr precision: 0.78; curr recall: 0.7234; curr f1: 0.7506; curr tp: 78960; curr fp: 22270; curr fn: 30191; curr tn: 1540908; precision of pattern: 0.1818; tp, abs. recall of pattern: 56; pattern: _OTOKEN_crazy; pattern type: l0
len(selected_patterns):688; curr precision: 0.7799; curr recall: 0.7236; curr f1: 0.7507; curr tp: 78979; curr fp: 22293; curr fn: 30172; curr tn: 1540885; precision of pattern: 0.1667; tp, abs. recall of pattern: 19; pattern: _OTOKEN_blame; pattern type: l0
len(selected_patterns):689; curr precision: 0.7797; curr recall: 0.7238; curr f1: 0.7507; curr tp: 79002; curr fp: 22321; curr fn: 30149; curr tn: 1540857; precision of pattern: 0.1538; tp, abs. recall of pattern: 23; pattern: _OTOKEN_proper; pattern type: l0
len(selected_patterns):690; curr precision: 0.7797; curr recall: 0.724; curr f1: 0.7509; curr tp: 79029; curr fp: 22323; curr fn: 30122; curr tn: 1540855; precision of pattern: 0.0; tp, abs. recall of pattern: 27; pattern: _OTOKEN_visible; pattern type: l0
len(selected_patterns):691; curr precision: 0.7796; curr recall: 0.7242; curr f1: 0.7509; curr tp: 79044; curr fp: 22342; curr fn: 30107; curr tn: 1540836; precision of pattern: 0.0; tp, abs. recall of pattern: 15; pattern: _OTOKEN_automatic; pattern type: l0
len(selected_patterns):692; curr precision: 0.7795; curr recall: 0.7243; curr f1: 0.7509; curr tp: 79059; curr fp: 22359; curr fn: 30092; curr tn: 1540819; precision of pattern: 0.0; tp, abs. recall of pattern: 15; pattern: _OTOKEN_extend; pattern type: l0
len(selected_patterns):693; curr precision: 0.7796; curr recall: 0.7244; curr f1: 0.751; curr tp: 79073; curr fp: 22361; curr fn: 30078; curr tn: 1540817; precision of pattern: 0.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_unhelpful; pattern type: l0
len(selected_patterns):694; curr precision: 0.7795; curr recall: 0.7246; curr f1: 0.751; curr tp: 79087; curr fp: 22372; curr fn: 30064; curr tn: 1540806; precision of pattern: 0.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_disabling; pattern type: l0
len(selected_patterns):695; curr precision: 0.7795; curr recall: 0.7247; curr f1: 0.7511; curr tp: 79099; curr fp: 22380; curr fn: 30052; curr tn: 1540798; precision of pattern: 0.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_flicker; pattern type: l0
len(selected_patterns):696; curr precision: 0.7795; curr recall: 0.7248; curr f1: 0.7511; curr tp: 79111; curr fp: 22380; curr fn: 30040; curr tn: 1540798; precision of pattern: 0.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_finest; pattern type: l0
len(selected_patterns):697; curr precision: 0.7795; curr recall: 0.7249; curr f1: 0.7512; curr tp: 79122; curr fp: 22385; curr fn: 30029; curr tn: 1540793; precision of pattern: 0.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_dramatically; pattern type: l0
len(selected_patterns):698; curr precision: 0.7795; curr recall: 0.725; curr f1: 0.7513; curr tp: 79133; curr fp: 22385; curr fn: 30018; curr tn: 1540793; precision of pattern: 0.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_wider; pattern type: l0
len(selected_patterns):699; curr precision: 0.7795; curr recall: 0.7251; curr f1: 0.7513; curr tp: 79144; curr fp: 22391; curr fn: 30007; curr tn: 1540787; precision of pattern: 0.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_appropriate; pattern type: l0
len(selected_patterns):700; curr precision: 0.7794; curr recall: 0.7252; curr f1: 0.7513; curr tp: 79154; curr fp: 22404; curr fn: 29997; curr tn: 1540774; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_kill; pattern type: l0
