len(selected_patterns):1; curr precision: 1.0; curr recall: 0.0195; curr f1: 0.0383; curr tp: 2387; curr fp: 0; curr fn: 119860; curr tn: 1385277; precision of pattern: 1.0; tp, abs. recall of pattern: 2387; pattern: _OTOKEN_delicious; pattern type: l0
len(selected_patterns):686; curr precision: 0.8584; curr recall: 0.6913; curr f1: 0.7658; curr tp: 84509; curr fp: 13941; curr fn: 37738; curr tn: 1371336; precision of pattern: 0.4348; tp, abs. recall of pattern: 38; pattern: _OTOKEN_welcome; pattern type: l0
len(selected_patterns):687; curr precision: 0.8582; curr recall: 0.6915; curr f1: 0.7659; curr tp: 84532; curr fp: 13963; curr fn: 37715; curr tn: 1371314; precision of pattern: 0.4286; tp, abs. recall of pattern: 23; pattern: _OTOKEN_refilled; pattern type: l0
len(selected_patterns):688; curr precision: 0.8581; curr recall: 0.6917; curr f1: 0.766; curr tp: 84554; curr fp: 13981; curr fn: 37693; curr tn: 1371296; precision of pattern: 0.4286; tp, abs. recall of pattern: 22; pattern: _OTOKEN_hits; pattern type: l0
len(selected_patterns):689; curr precision: 0.858; curr recall: 0.6918; curr f1: 0.766; curr tp: 84574; curr fp: 13998; curr fn: 37673; curr tn: 1371279; precision of pattern: 0.4286; tp, abs. recall of pattern: 20; pattern: _OTOKEN_delight; pattern type: l0
len(selected_patterns):690; curr precision: 0.8579; curr recall: 0.692; curr f1: 0.766; curr tp: 84591; curr fp: 14012; curr fn: 37656; curr tn: 1371265; precision of pattern: 0.4286; tp, abs. recall of pattern: 17; pattern: _OTOKEN_improvement; pattern type: l0
len(selected_patterns):691; curr precision: 0.8578; curr recall: 0.6921; curr f1: 0.7661; curr tp: 84605; curr fp: 14027; curr fn: 37642; curr tn: 1371250; precision of pattern: 0.4286; tp, abs. recall of pattern: 14; pattern: _OTOKEN_smokey; pattern type: l0
len(selected_patterns):692; curr precision: 0.8537; curr recall: 0.6951; curr f1: 0.7663; curr tp: 84975; curr fp: 14560; curr fn: 37272; curr tn: 1370717; precision of pattern: 0.4233; tp, abs. recall of pattern: 370; pattern: _OTOKEN_long; pattern type: l0
len(selected_patterns):693; curr precision: 0.8529; curr recall: 0.6959; curr f1: 0.7664; curr tp: 85068; curr fp: 14669; curr fn: 37179; curr tn: 1370608; precision of pattern: 0.4186; tp, abs. recall of pattern: 93; pattern: _OTOKEN_medium; pattern type: l0
len(selected_patterns):694; curr precision: 0.8527; curr recall: 0.6961; curr f1: 0.7665; curr tp: 85091; curr fp: 14695; curr fn: 37156; curr tn: 1370582; precision of pattern: 0.4167; tp, abs. recall of pattern: 23; pattern: _OTOKEN_likes; pattern type: l0
len(selected_patterns):695; curr precision: 0.8525; curr recall: 0.6962; curr f1: 0.7665; curr tp: 85108; curr fp: 14720; curr fn: 37139; curr tn: 1370557; precision of pattern: 0.4167; tp, abs. recall of pattern: 17; pattern: _OTOKEN_cleaned; pattern type: l0
len(selected_patterns):696; curr precision: 0.8524; curr recall: 0.6963; curr f1: 0.7665; curr tp: 85123; curr fp: 14737; curr fn: 37124; curr tn: 1370540; precision of pattern: 0.4167; tp, abs. recall of pattern: 15; pattern: _OTOKEN_blew; pattern type: l0
len(selected_patterns):697; curr precision: 0.8523; curr recall: 0.6964; curr f1: 0.7665; curr tp: 85137; curr fp: 14758; curr fn: 37110; curr tn: 1370519; precision of pattern: 0.4167; tp, abs. recall of pattern: 14; pattern: _OTOKEN_closest; pattern type: l0
len(selected_patterns):698; curr precision: 0.8493; curr recall: 0.6988; curr f1: 0.7668; curr tp: 85430; curr fp: 15158; curr fn: 36817; curr tn: 1370119; precision of pattern: 0.4127; tp, abs. recall of pattern: 293; pattern: _OTOKEN_cooked; pattern type: l0
len(selected_patterns):699; curr precision: 0.8473; curr recall: 0.7004; curr f1: 0.7669; curr tp: 85625; curr fp: 15427; curr fn: 36622; curr tn: 1369850; precision of pattern: 0.4091; tp, abs. recall of pattern: 195; pattern: _OTOKEN_wrong; pattern type: l0
len(selected_patterns):700; curr precision: 0.8467; curr recall: 0.7009; curr f1: 0.767; curr tp: 85686; curr fp: 15509; curr fn: 36561; curr tn: 1369768; precision of pattern: 0.4063; tp, abs. recall of pattern: 61; pattern: _OTOKEN_rare; pattern type: l0
len(selected_patterns):701; curr precision: 0.8466; curr recall: 0.7013; curr f1: 0.7671; curr tp: 85734; curr fp: 15534; curr fn: 36513; curr tn: 1369743; precision of pattern: 0.4; tp, abs. recall of pattern: 48; pattern: _OTOKEN_regret; pattern type: l0
len(selected_patterns):702; curr precision: 0.8466; curr recall: 0.7016; curr f1: 0.7673; curr tp: 85765; curr fp: 15545; curr fn: 36482; curr tn: 1369732; precision of pattern: 0.4; tp, abs. recall of pattern: 31; pattern: _OTOKEN_preferred; pattern type: l0
len(selected_patterns):703; curr precision: 0.8465; curr recall: 0.7018; curr f1: 0.7674; curr tp: 85787; curr fp: 15558; curr fn: 36460; curr tn: 1369719; precision of pattern: 0.4; tp, abs. recall of pattern: 22; pattern: _OTOKEN_thrilled; pattern type: l0
len(selected_patterns):704; curr precision: 0.8463; curr recall: 0.7019; curr f1: 0.7674; curr tp: 85809; curr fp: 15590; curr fn: 36438; curr tn: 1369687; precision of pattern: 0.4; tp, abs. recall of pattern: 22; pattern: _OTOKEN_starving; pattern type: l0
len(selected_patterns):705; curr precision: 0.8461; curr recall: 0.7021; curr f1: 0.7674; curr tp: 85825; curr fp: 15607; curr fn: 36422; curr tn: 1369670; precision of pattern: 0.4; tp, abs. recall of pattern: 16; pattern: _OTOKEN_changing; pattern type: l0
len(selected_patterns):706; curr precision: 0.8459; curr recall: 0.7023; curr f1: 0.7674; curr tp: 85854; curr fp: 15644; curr fn: 36393; curr tn: 1369633; precision of pattern: 0.375; tp, abs. recall of pattern: 29; pattern: _OTOKEN_presented; pattern type: l0
len(selected_patterns):707; curr precision: 0.8457; curr recall: 0.7024; curr f1: 0.7675; curr tp: 85870; curr fp: 15663; curr fn: 36377; curr tn: 1369614; precision of pattern: 0.375; tp, abs. recall of pattern: 16; pattern: _OTOKEN_win; pattern type: l0
len(selected_patterns):708; curr precision: 0.8421; curr recall: 0.7053; curr f1: 0.7677; curr tp: 86224; curr fp: 16171; curr fn: 36023; curr tn: 1369106; precision of pattern: 0.3556; tp, abs. recall of pattern: 354; pattern: _OTOKEN_happy; pattern type: l0
len(selected_patterns):709; curr precision: 0.8417; curr recall: 0.7056; curr f1: 0.7677; curr tp: 86261; curr fp: 16219; curr fn: 35986; curr tn: 1369058; precision of pattern: 0.3571; tp, abs. recall of pattern: 37; pattern: _OTOKEN_sized; pattern type: l0
len(selected_patterns):710; curr precision: 0.8417; curr recall: 0.7059; curr f1: 0.7678; curr tp: 86289; curr fp: 16234; curr fn: 35958; curr tn: 1369043; precision of pattern: 0.3636; tp, abs. recall of pattern: 28; pattern: _OTOKEN_dried; pattern type: l0
len(selected_patterns):711; curr precision: 0.8415; curr recall: 0.7062; curr f1: 0.7679; curr tp: 86331; curr fp: 16265; curr fn: 35916; curr tn: 1369012; precision of pattern: 0.3529; tp, abs. recall of pattern: 42; pattern: _OTOKEN_sticky; pattern type: l0
len(selected_patterns):712; curr precision: 0.8414; curr recall: 0.7064; curr f1: 0.768; curr tp: 86361; curr fp: 16283; curr fn: 35886; curr tn: 1368994; precision of pattern: 0.3333; tp, abs. recall of pattern: 30; pattern: _OTOKEN_lower; pattern type: l0
len(selected_patterns):713; curr precision: 0.8413; curr recall: 0.7066; curr f1: 0.7681; curr tp: 86385; curr fp: 16291; curr fn: 35862; curr tn: 1368986; precision of pattern: 0.3333; tp, abs. recall of pattern: 24; pattern: _OTOKEN_charred; pattern type: l0
len(selected_patterns):714; curr precision: 0.8413; curr recall: 0.7068; curr f1: 0.7682; curr tp: 86408; curr fp: 16295; curr fn: 35839; curr tn: 1368982; precision of pattern: 0.3333; tp, abs. recall of pattern: 23; pattern: _OTOKEN_unfortunate; pattern type: l0
len(selected_patterns):715; curr precision: 0.8412; curr recall: 0.707; curr f1: 0.7683; curr tp: 86429; curr fp: 16310; curr fn: 35818; curr tn: 1368967; precision of pattern: 0.3333; tp, abs. recall of pattern: 21; pattern: _OTOKEN_natural; pattern type: l0
len(selected_patterns):716; curr precision: 0.841; curr recall: 0.7072; curr f1: 0.7683; curr tp: 86450; curr fp: 16339; curr fn: 35797; curr tn: 1368938; precision of pattern: 0.3333; tp, abs. recall of pattern: 21; pattern: _OTOKEN_signature; pattern type: l0
len(selected_patterns):717; curr precision: 0.8409; curr recall: 0.7073; curr f1: 0.7684; curr tp: 86470; curr fp: 16357; curr fn: 35777; curr tn: 1368920; precision of pattern: 0.3333; tp, abs. recall of pattern: 20; pattern: _OTOKEN_terribly; pattern type: l0
len(selected_patterns):718; curr precision: 0.8408; curr recall: 0.7075; curr f1: 0.7684; curr tp: 86485; curr fp: 16371; curr fn: 35762; curr tn: 1368906; precision of pattern: 0.3333; tp, abs. recall of pattern: 15; pattern: _OTOKEN_eh; pattern type: l0
len(selected_patterns):719; curr precision: 0.8408; curr recall: 0.7076; curr f1: 0.7684; curr tp: 86499; curr fp: 16384; curr fn: 35748; curr tn: 1368893; precision of pattern: 0.3333; tp, abs. recall of pattern: 14; pattern: _OTOKEN_worthy; pattern type: l0
len(selected_patterns):720; curr precision: 0.8407; curr recall: 0.7077; curr f1: 0.7685; curr tp: 86511; curr fp: 16395; curr fn: 35736; curr tn: 1368882; precision of pattern: 0.3333; tp, abs. recall of pattern: 12; pattern: _OTOKEN_breaded; pattern type: l0
len(selected_patterns):721; curr precision: 0.8407; curr recall: 0.7078; curr f1: 0.7685; curr tp: 86522; curr fp: 16397; curr fn: 35725; curr tn: 1368880; precision of pattern: 0.3333; tp, abs. recall of pattern: 11; pattern: _OTOKEN_nightmare; pattern type: l0
len(selected_patterns):722; curr precision: 0.8403; curr recall: 0.7088; curr f1: 0.769; curr tp: 86647; curr fp: 16462; curr fn: 35600; curr tn: 1368815; precision of pattern: 0.3056; tp, abs. recall of pattern: 125; pattern: _OTOKEN_miss; pattern type: l0
len(selected_patterns):723; curr precision: 0.8402; curr recall: 0.7089; curr f1: 0.769; curr tp: 86666; curr fp: 16481; curr fn: 35581; curr tn: 1368796; precision of pattern: 0.3077; tp, abs. recall of pattern: 19; pattern: _OTOKEN_familiar; pattern type: l0
len(selected_patterns):724; curr precision: 0.8401; curr recall: 0.7091; curr f1: 0.769; curr tp: 86681; curr fp: 16504; curr fn: 35566; curr tn: 1368773; precision of pattern: 0.3077; tp, abs. recall of pattern: 15; pattern: _OTOKEN_locally; pattern type: l0
len(selected_patterns):725; curr precision: 0.8399; curr recall: 0.7092; curr f1: 0.769; curr tp: 86695; curr fp: 16523; curr fn: 35552; curr tn: 1368754; precision of pattern: 0.3; tp, abs. recall of pattern: 14; pattern: _OTOKEN_fixed; pattern type: l0
len(selected_patterns):726; curr precision: 0.8399; curr recall: 0.7094; curr f1: 0.7692; curr tp: 86723; curr fp: 16527; curr fn: 35524; curr tn: 1368750; precision of pattern: 0.2857; tp, abs. recall of pattern: 28; pattern: _OTOKEN_failed; pattern type: l0
len(selected_patterns):727; curr precision: 0.8399; curr recall: 0.7095; curr f1: 0.7692; curr tp: 86736; curr fp: 16535; curr fn: 35511; curr tn: 1368742; precision of pattern: 0.2857; tp, abs. recall of pattern: 13; pattern: _OTOKEN_trained; pattern type: l0
len(selected_patterns):728; curr precision: 0.8397; curr recall: 0.7097; curr f1: 0.7692; curr tp: 86762; curr fp: 16567; curr fn: 35485; curr tn: 1368710; precision of pattern: 0.2778; tp, abs. recall of pattern: 26; pattern: _OTOKEN_rushed; pattern type: l0
len(selected_patterns):729; curr precision: 0.8394; curr recall: 0.71; curr f1: 0.7693; curr tp: 86793; curr fp: 16608; curr fn: 35454; curr tn: 1368669; precision of pattern: 0.25; tp, abs. recall of pattern: 31; pattern: _OTOKEN_separate; pattern type: l0
len(selected_patterns):730; curr precision: 0.8392; curr recall: 0.7102; curr f1: 0.7693; curr tp: 86815; curr fp: 16629; curr fn: 35432; curr tn: 1368648; precision of pattern: 0.25; tp, abs. recall of pattern: 22; pattern: _OTOKEN_fav; pattern type: l0
len(selected_patterns):731; curr precision: 0.8393; curr recall: 0.7103; curr f1: 0.7694; curr tp: 86829; curr fp: 16631; curr fn: 35418; curr tn: 1368646; precision of pattern: 0.25; tp, abs. recall of pattern: 14; pattern: _OTOKEN_contemporary; pattern type: l0
len(selected_patterns):732; curr precision: 0.8391; curr recall: 0.7104; curr f1: 0.7694; curr tp: 86843; curr fp: 16648; curr fn: 35404; curr tn: 1368629; precision of pattern: 0.25; tp, abs. recall of pattern: 14; pattern: _OTOKEN_correctly; pattern type: l0
len(selected_patterns):733; curr precision: 0.8391; curr recall: 0.7105; curr f1: 0.7694; curr tp: 86855; curr fp: 16658; curr fn: 35392; curr tn: 1368619; precision of pattern: 0.25; tp, abs. recall of pattern: 12; pattern: _OTOKEN_heavily; pattern type: l0
len(selected_patterns):734; curr precision: 0.839; curr recall: 0.7106; curr f1: 0.7695; curr tp: 86865; curr fp: 16664; curr fn: 35382; curr tn: 1368613; precision of pattern: 0.25; tp, abs. recall of pattern: 10; pattern: _OTOKEN_caring; pattern type: l0
len(selected_patterns):735; curr precision: 0.8389; curr recall: 0.7107; curr f1: 0.7695; curr tp: 86884; curr fp: 16684; curr fn: 35363; curr tn: 1368593; precision of pattern: 0.2; tp, abs. recall of pattern: 19; pattern: _OTOKEN_staple; pattern type: l0
len(selected_patterns):736; curr precision: 0.8385; curr recall: 0.7112; curr f1: 0.7696; curr tp: 86939; curr fp: 16750; curr fn: 35308; curr tn: 1368527; precision of pattern: 0.1667; tp, abs. recall of pattern: 55; pattern: _OTOKEN_forever; pattern type: l0
len(selected_patterns):737; curr precision: 0.8384; curr recall: 0.7113; curr f1: 0.7696; curr tp: 86958; curr fp: 16763; curr fn: 35289; curr tn: 1368514; precision of pattern: 0.1667; tp, abs. recall of pattern: 19; pattern: _OTOKEN_gluten-free; pattern type: l0
len(selected_patterns):738; curr precision: 0.8383; curr recall: 0.7115; curr f1: 0.7697; curr tp: 86973; curr fp: 16777; curr fn: 35274; curr tn: 1368500; precision of pattern: 0.1667; tp, abs. recall of pattern: 15; pattern: _OTOKEN_kudos; pattern type: l0
len(selected_patterns):739; curr precision: 0.8382; curr recall: 0.7116; curr f1: 0.7697; curr tp: 86986; curr fp: 16797; curr fn: 35261; curr tn: 1368480; precision of pattern: 0.1429; tp, abs. recall of pattern: 13; pattern: _OTOKEN_battered; pattern type: l0
len(selected_patterns):740; curr precision: 0.8381; curr recall: 0.7118; curr f1: 0.7698; curr tp: 87011; curr fp: 16804; curr fn: 35236; curr tn: 1368473; precision of pattern: 0.0; tp, abs. recall of pattern: 25; pattern: _OTOKEN_forgotten; pattern type: l0
len(selected_patterns):741; curr precision: 0.8381; curr recall: 0.7119; curr f1: 0.7699; curr tp: 87030; curr fp: 16810; curr fn: 35217; curr tn: 1368467; precision of pattern: 0.0; tp, abs. recall of pattern: 19; pattern: _OTOKEN_happier; pattern type: l0
len(selected_patterns):742; curr precision: 0.8381; curr recall: 0.712; curr f1: 0.7699; curr tp: 87043; curr fp: 16820; curr fn: 35204; curr tn: 1368457; precision of pattern: 0.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_chilly; pattern type: l0
len(selected_patterns):743; curr precision: 0.838; curr recall: 0.7121; curr f1: 0.77; curr tp: 87056; curr fp: 16830; curr fn: 35191; curr tn: 1368447; precision of pattern: 0.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_dig; pattern type: l0
len(selected_patterns):744; curr precision: 0.838; curr recall: 0.7122; curr f1: 0.77; curr tp: 87069; curr fp: 16833; curr fn: 35178; curr tn: 1368444; precision of pattern: 0.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_unable; pattern type: l0
len(selected_patterns):745; curr precision: 0.8379; curr recall: 0.7123; curr f1: 0.77; curr tp: 87081; curr fp: 16848; curr fn: 35166; curr tn: 1368429; precision of pattern: 0.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_devoured; pattern type: l0
len(selected_patterns):746; curr precision: 0.8378; curr recall: 0.7124; curr f1: 0.77; curr tp: 87093; curr fp: 16861; curr fn: 35154; curr tn: 1368416; precision of pattern: 0.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_skinny; pattern type: l0
len(selected_patterns):747; curr precision: 0.8378; curr recall: 0.7125; curr f1: 0.7701; curr tp: 87104; curr fp: 16869; curr fn: 35143; curr tn: 1368408; precision of pattern: 0.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_joy; pattern type: l0
len(selected_patterns):748; curr precision: 0.8378; curr recall: 0.7126; curr f1: 0.7701; curr tp: 87114; curr fp: 16870; curr fn: 35133; curr tn: 1368407; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_frustrated; pattern type: l0
len(selected_patterns):749; curr precision: 0.8377; curr recall: 0.7127; curr f1: 0.7702; curr tp: 87124; curr fp: 16875; curr fn: 35123; curr tn: 1368402; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_lemony; pattern type: l0
len(selected_patterns):750; curr precision: 0.8377; curr recall: 0.7128; curr f1: 0.7702; curr tp: 87134; curr fp: 16876; curr fn: 35113; curr tn: 1368401; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_delayed; pattern type: l0
len(selected_patterns):751; curr precision: 0.8377; curr recall: 0.7129; curr f1: 0.7703; curr tp: 87144; curr fp: 16879; curr fn: 35103; curr tn: 1368398; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_enjoys; pattern type: l0
len(selected_patterns):752; curr precision: 0.8377; curr recall: 0.7129; curr f1: 0.7703; curr tp: 87154; curr fp: 16880; curr fn: 35093; curr tn: 1368397; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_suitable; pattern type: l0
len(selected_patterns):753; curr precision: 0.8377; curr recall: 0.713; curr f1: 0.7703; curr tp: 87164; curr fp: 16888; curr fn: 35083; curr tn: 1368389; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_thirsty; pattern type: l0
len(selected_patterns):754; curr precision: 0.8377; curr recall: 0.7131; curr f1: 0.7704; curr tp: 87174; curr fp: 16889; curr fn: 35073; curr tn: 1368388; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_smelly; pattern type: l0
len(selected_patterns):755; curr precision: 0.8376; curr recall: 0.7132; curr f1: 0.7704; curr tp: 87184; curr fp: 16901; curr fn: 35063; curr tn: 1368376; precision of pattern: 0.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_hurt; pattern type: l0
