len(selected_patterns):1; curr precision: 0.9945; curr recall: 0.014; curr f1: 0.0276; curr tp: 2157; curr fp: 12; curr fn: 152008; curr tn: 1353347; precision of pattern: 0.9959; tp, abs. recall of pattern: 2157; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):7747; curr precision: 0.8305; curr recall: 0.6976; curr f1: 0.7583; curr tp: 107538; curr fp: 21941; curr fn: 46627; curr tn: 1331418; precision of pattern: 0.8; tp, abs. recall of pattern: 76; pattern: ('DEP_conj', 'TOKEN_pork', '_AWORD'); pattern type: l1
len(selected_patterns):7748; curr precision: 0.8305; curr recall: 0.6978; curr f1: 0.7584; curr tp: 107582; curr fp: 21957; curr fn: 46583; curr tn: 1331402; precision of pattern: 0.8; tp, abs. recall of pattern: 74; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_owners'); pattern type: l1
len(selected_patterns):7749; curr precision: 0.8304; curr recall: 0.698; curr f1: 0.7585; curr tp: 107614; curr fp: 21975; curr fn: 46551; curr tn: 1331384; precision of pattern: 0.8; tp, abs. recall of pattern: 74; pattern: ('SRL_none', 'WORD', '_ATOKEN_location'); pattern type: l1
len(selected_patterns):7750; curr precision: 0.8304; curr recall: 0.6981; curr f1: 0.7585; curr tp: 107615; curr fp: 21975; curr fn: 46550; curr tn: 1331384; precision of pattern: 0.8; tp, abs. recall of pattern: 73; pattern: _ATOKEN_parmesan; pattern type: l0
len(selected_patterns):7751; curr precision: 0.8304; curr recall: 0.6981; curr f1: 0.7585; curr tp: 107625; curr fp: 21979; curr fn: 46540; curr tn: 1331380; precision of pattern: 0.8; tp, abs. recall of pattern: 66; pattern: ('PROX_near1', 'TOKEN_blueberry', '_AWORD'); pattern type: l1
len(selected_patterns):7752; curr precision: 0.8304; curr recall: 0.6983; curr f1: 0.7586; curr tp: 107648; curr fp: 21987; curr fn: 46517; curr tn: 1331372; precision of pattern: 0.8; tp, abs. recall of pattern: 61; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_employees'); pattern type: l1
len(selected_patterns):7753; curr precision: 0.8304; curr recall: 0.6983; curr f1: 0.7586; curr tp: 107650; curr fp: 21988; curr fn: 46515; curr tn: 1331371; precision of pattern: 0.8; tp, abs. recall of pattern: 61; pattern: ('PROX_near2', '_ATOKEN_cookies', 'WORD'); pattern type: l1
len(selected_patterns):7754; curr precision: 0.8303; curr recall: 0.6984; curr f1: 0.7587; curr tp: 107669; curr fp: 22002; curr fn: 46496; curr tn: 1331357; precision of pattern: 0.8; tp, abs. recall of pattern: 61; pattern: ('DEP_case', '_ATOKEN_menu', 'TOKEN_of'); pattern type: l1
len(selected_patterns):7755; curr precision: 0.8303; curr recall: 0.6984; curr f1: 0.7587; curr tp: 107676; curr fp: 22005; curr fn: 46489; curr tn: 1331354; precision of pattern: 0.8; tp, abs. recall of pattern: 57; pattern: ('DEP_amod', 'TOKEN_seating', '_ATOKEN_outdoor'); pattern type: l1
len(selected_patterns):7756; curr precision: 0.8303; curr recall: 0.6985; curr f1: 0.7587; curr tp: 107677; curr fp: 22006; curr fn: 46488; curr tn: 1331353; precision of pattern: 0.8; tp, abs. recall of pattern: 56; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_masala'); pattern type: l1
len(selected_patterns):7757; curr precision: 0.8303; curr recall: 0.6986; curr f1: 0.7588; curr tp: 107707; curr fp: 22014; curr fn: 46458; curr tn: 1331345; precision of pattern: 0.8; tp, abs. recall of pattern: 50; pattern: ('DEP_compound', 'TOKEN_beans', '_AWORD'); pattern type: l1
len(selected_patterns):7758; curr precision: 0.8303; curr recall: 0.6987; curr f1: 0.7588; curr tp: 107713; curr fp: 22022; curr fn: 46452; curr tn: 1331337; precision of pattern: 0.8; tp, abs. recall of pattern: 50; pattern: ('PROX_near1', '_AWORD', 'TOKEN_stew'); pattern type: l1
len(selected_patterns):7759; curr precision: 0.8302; curr recall: 0.6987; curr f1: 0.7588; curr tp: 107717; curr fp: 22025; curr fn: 46448; curr tn: 1331334; precision of pattern: 0.8; tp, abs. recall of pattern: 50; pattern: ('COREF_coref', '_ATOKEN_meat', 'TOKEN_it'); pattern type: l1
len(selected_patterns):7760; curr precision: 0.8301; curr recall: 0.6988; curr f1: 0.7588; curr tp: 107735; curr fp: 22048; curr fn: 46430; curr tn: 1331311; precision of pattern: 0.8; tp, abs. recall of pattern: 50; pattern: ('DEP_amod', '_AWORD', 'TOKEN_light'); pattern type: l1
len(selected_patterns):7761; curr precision: 0.8301; curr recall: 0.6988; curr f1: 0.7588; curr tp: 107737; curr fp: 22050; curr fn: 46428; curr tn: 1331309; precision of pattern: 0.8; tp, abs. recall of pattern: 50; pattern: ('DEP_punct', '_ATOKEN_onions', 'WORD'); pattern type: l1
len(selected_patterns):7762; curr precision: 0.8301; curr recall: 0.6988; curr f1: 0.7588; curr tp: 107738; curr fp: 22050; curr fn: 46427; curr tn: 1331309; precision of pattern: 0.8; tp, abs. recall of pattern: 48; pattern: _ATOKEN_steaks; pattern type: l0
len(selected_patterns):7763; curr precision: 0.8301; curr recall: 0.6989; curr f1: 0.7589; curr tp: 107752; curr fp: 22058; curr fn: 46413; curr tn: 1331301; precision of pattern: 0.8; tp, abs. recall of pattern: 48; pattern: ('DEP_obj', 'WORD', '_ATOKEN_buffet'); pattern type: l1
len(selected_patterns):7764; curr precision: 0.8301; curr recall: 0.699; curr f1: 0.7589; curr tp: 107765; curr fp: 22061; curr fn: 46400; curr tn: 1331298; precision of pattern: 0.8; tp, abs. recall of pattern: 48; pattern: ('PROX_near2', '_ATOKEN_mustard', 'WORD'); pattern type: l1
len(selected_patterns):7765; curr precision: 0.8301; curr recall: 0.6991; curr f1: 0.759; curr tp: 107775; curr fp: 22062; curr fn: 46390; curr tn: 1331297; precision of pattern: 0.8; tp, abs. recall of pattern: 47; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_cheddar'); pattern type: l1
len(selected_patterns):7766; curr precision: 0.8301; curr recall: 0.6991; curr f1: 0.759; curr tp: 107784; curr fp: 22064; curr fn: 46381; curr tn: 1331295; precision of pattern: 0.8; tp, abs. recall of pattern: 45; pattern: ('SRL_arg1', 'TOKEN_was', '_ATOKEN_manager'); pattern type: l1
len(selected_patterns):7767; curr precision: 0.8301; curr recall: 0.6992; curr f1: 0.759; curr tp: 107787; curr fp: 22065; curr fn: 46378; curr tn: 1331294; precision of pattern: 0.8; tp, abs. recall of pattern: 42; pattern: ('PROX_near1', '_ATOKEN_wait', 'TOKEN_time'); pattern type: l1
len(selected_patterns):7768; curr precision: 0.8301; curr recall: 0.6992; curr f1: 0.759; curr tp: 107788; curr fp: 22065; curr fn: 46377; curr tn: 1331294; precision of pattern: 0.8; tp, abs. recall of pattern: 41; pattern: ('PROX_near1', 'TOKEN_long', '_ATOKEN_wait'); pattern type: l1
len(selected_patterns):7769; curr precision: 0.8301; curr recall: 0.6992; curr f1: 0.759; curr tp: 107791; curr fp: 22065; curr fn: 46374; curr tn: 1331294; precision of pattern: 0.8; tp, abs. recall of pattern: 40; pattern: _ATOKEN_peas; pattern type: l0
len(selected_patterns):7770; curr precision: 0.8301; curr recall: 0.6992; curr f1: 0.7591; curr tp: 107798; curr fp: 22068; curr fn: 46367; curr tn: 1331291; precision of pattern: 0.8; tp, abs. recall of pattern: 40; pattern: ('DEP_case', '_ATOKEN_dish', 'TOKEN_of'); pattern type: l1
len(selected_patterns):7771; curr precision: 0.8301; curr recall: 0.6993; curr f1: 0.7591; curr tp: 107813; curr fp: 22072; curr fn: 46352; curr tn: 1331287; precision of pattern: 0.8; tp, abs. recall of pattern: 38; pattern: _ATOKEN_vermicelli; pattern type: l0
len(selected_patterns):7772; curr precision: 0.83; curr recall: 0.6994; curr f1: 0.7591; curr tp: 107817; curr fp: 22078; curr fn: 46348; curr tn: 1331281; precision of pattern: 0.8; tp, abs. recall of pattern: 37; pattern: ('DEP_conj', 'TOKEN_soups', '_AWORD'); pattern type: l1
len(selected_patterns):7773; curr precision: 0.83; curr recall: 0.6995; curr f1: 0.7592; curr tp: 107842; curr fp: 22081; curr fn: 46323; curr tn: 1331278; precision of pattern: 0.8; tp, abs. recall of pattern: 37; pattern: ('PROX_near1', '_ATOKEN_wait', 'TOKEN_was'); pattern type: l1
len(selected_patterns):7774; curr precision: 0.83; curr recall: 0.6996; curr f1: 0.7593; curr tp: 107859; curr fp: 22088; curr fn: 46306; curr tn: 1331271; precision of pattern: 0.8; tp, abs. recall of pattern: 36; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_yellow'); pattern type: l1
len(selected_patterns):7775; curr precision: 0.8299; curr recall: 0.6997; curr f1: 0.7593; curr tp: 107871; curr fp: 22102; curr fn: 46294; curr tn: 1331257; precision of pattern: 0.8; tp, abs. recall of pattern: 36; pattern: ('DEP_amod', '_AWORD', 'TOKEN_outside'); pattern type: l1
len(selected_patterns):7776; curr precision: 0.8299; curr recall: 0.6997; curr f1: 0.7593; curr tp: 107875; curr fp: 22108; curr fn: 46290; curr tn: 1331251; precision of pattern: 0.8; tp, abs. recall of pattern: 35; pattern: ('DEP_conj', 'WORD', '_ATOKEN_plate'); pattern type: l1
len(selected_patterns):7777; curr precision: 0.8299; curr recall: 0.6998; curr f1: 0.7593; curr tp: 107880; curr fp: 22109; curr fn: 46285; curr tn: 1331250; precision of pattern: 0.8; tp, abs. recall of pattern: 34; pattern: _ATOKEN_feta; pattern type: l0
len(selected_patterns):7778; curr precision: 0.8299; curr recall: 0.6998; curr f1: 0.7593; curr tp: 107884; curr fp: 22110; curr fn: 46281; curr tn: 1331249; precision of pattern: 0.8; tp, abs. recall of pattern: 34; pattern: ('DEP_compound', 'TOKEN_sticks', '_AWORD'); pattern type: l1
len(selected_patterns):7779; curr precision: 0.8299; curr recall: 0.6998; curr f1: 0.7593; curr tp: 107885; curr fp: 22110; curr fn: 46280; curr tn: 1331249; precision of pattern: 0.8; tp, abs. recall of pattern: 34; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_egg'); pattern type: l1
len(selected_patterns):7780; curr precision: 0.8299; curr recall: 0.6998; curr f1: 0.7593; curr tp: 107889; curr fp: 22110; curr fn: 46276; curr tn: 1331249; precision of pattern: 0.8; tp, abs. recall of pattern: 33; pattern: ('DEP_compound', '_ATOKEN_sticks', 'WORD'); pattern type: l1
len(selected_patterns):7781; curr precision: 0.8299; curr recall: 0.6999; curr f1: 0.7594; curr tp: 107897; curr fp: 22111; curr fn: 46268; curr tn: 1331248; precision of pattern: 0.8; tp, abs. recall of pattern: 33; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_pretzel'); pattern type: l1
len(selected_patterns):7782; curr precision: 0.8299; curr recall: 0.6999; curr f1: 0.7594; curr tp: 107899; curr fp: 22112; curr fn: 46266; curr tn: 1331247; precision of pattern: 0.8; tp, abs. recall of pattern: 33; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_buffet'); pattern type: l1
len(selected_patterns):7783; curr precision: 0.8299; curr recall: 0.6999; curr f1: 0.7594; curr tp: 107906; curr fp: 22114; curr fn: 46259; curr tn: 1331245; precision of pattern: 0.8; tp, abs. recall of pattern: 32; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_blt'); pattern type: l1
len(selected_patterns):7784; curr precision: 0.8299; curr recall: 0.7; curr f1: 0.7594; curr tp: 107912; curr fp: 22115; curr fn: 46253; curr tn: 1331244; precision of pattern: 0.8; tp, abs. recall of pattern: 32; pattern: ('PROX_near1', 'WORD', '_ATOKEN_alfredo'); pattern type: l1
len(selected_patterns):7785; curr precision: 0.8299; curr recall: 0.7; curr f1: 0.7594; curr tp: 107917; curr fp: 22120; curr fn: 46248; curr tn: 1331239; precision of pattern: 0.8; tp, abs. recall of pattern: 32; pattern: ('PROX_near1', '_ATOKEN_seating', 'TOKEN_area'); pattern type: l1
len(selected_patterns):7786; curr precision: 0.8299; curr recall: 0.7; curr f1: 0.7594; curr tp: 107918; curr fp: 22121; curr fn: 46247; curr tn: 1331238; precision of pattern: 0.8; tp, abs. recall of pattern: 32; pattern: ('DEP_nmod:poss', '_ATOKEN_tea', 'WORD'); pattern type: l1
len(selected_patterns):7787; curr precision: 0.8298; curr recall: 0.7001; curr f1: 0.7595; curr tp: 107932; curr fp: 22139; curr fn: 46233; curr tn: 1331220; precision of pattern: 0.8; tp, abs. recall of pattern: 32; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_desert'); pattern type: l1
len(selected_patterns):7788; curr precision: 0.8298; curr recall: 0.7001; curr f1: 0.7595; curr tp: 107933; curr fp: 22139; curr fn: 46232; curr tn: 1331220; precision of pattern: 0.8; tp, abs. recall of pattern: 31; pattern: ('SRL_none', 'TOKEN_.', '_ATOKEN_sandwich'); pattern type: l1
len(selected_patterns):7789; curr precision: 0.8298; curr recall: 0.7003; curr f1: 0.7595; curr tp: 107955; curr fp: 22146; curr fn: 46210; curr tn: 1331213; precision of pattern: 0.8; tp, abs. recall of pattern: 31; pattern: ('PROX_near1', 'TOKEN_seating', '_ATOKEN_area'); pattern type: l1
len(selected_patterns):7790; curr precision: 0.8298; curr recall: 0.7003; curr f1: 0.7595; curr tp: 107959; curr fp: 22148; curr fn: 46206; curr tn: 1331211; precision of pattern: 0.8; tp, abs. recall of pattern: 31; pattern: ('DEP_conj', '_ATOKEN_dish', 'WORD'); pattern type: l1
len(selected_patterns):7791; curr precision: 0.8297; curr recall: 0.7004; curr f1: 0.7596; curr tp: 107972; curr fp: 22164; curr fn: 46193; curr tn: 1331195; precision of pattern: 0.8; tp, abs. recall of pattern: 31; pattern: ('PROX_near2', '_ATOKEN_lounge', 'WORD'); pattern type: l1
len(selected_patterns):7792; curr precision: 0.8296; curr recall: 0.7005; curr f1: 0.7596; curr tp: 107994; curr fp: 22177; curr fn: 46171; curr tn: 1331182; precision of pattern: 0.8; tp, abs. recall of pattern: 31; pattern: ('PROX_near2', 'TOKEN_a', '_ATOKEN_drink'); pattern type: l1
len(selected_patterns):7793; curr precision: 0.8296; curr recall: 0.7005; curr f1: 0.7596; curr tp: 107999; curr fp: 22179; curr fn: 46166; curr tn: 1331180; precision of pattern: 0.8; tp, abs. recall of pattern: 31; pattern: ('DEP_conj', 'WORD', '_ATOKEN_sides'); pattern type: l1
len(selected_patterns):7794; curr precision: 0.8296; curr recall: 0.7006; curr f1: 0.7596; curr tp: 108001; curr fp: 22181; curr fn: 46164; curr tn: 1331178; precision of pattern: 0.8; tp, abs. recall of pattern: 30; pattern: ('SRL_arg1', 'TOKEN_was', '_ATOKEN_owner'); pattern type: l1
len(selected_patterns):7795; curr precision: 0.8296; curr recall: 0.7007; curr f1: 0.7597; curr tp: 108024; curr fp: 22189; curr fn: 46141; curr tn: 1331170; precision of pattern: 0.8; tp, abs. recall of pattern: 30; pattern: ('DEP_det', '_ATOKEN_cookie', 'WORD'); pattern type: l1
len(selected_patterns):7796; curr precision: 0.8296; curr recall: 0.7007; curr f1: 0.7597; curr tp: 108025; curr fp: 22189; curr fn: 46140; curr tn: 1331170; precision of pattern: 0.8; tp, abs. recall of pattern: 30; pattern: ('PROX_near1', '_ATOKEN_manager', 'TOKEN_was'); pattern type: l1
len(selected_patterns):7797; curr precision: 0.8296; curr recall: 0.7007; curr f1: 0.7597; curr tp: 108026; curr fp: 22190; curr fn: 46139; curr tn: 1331169; precision of pattern: 0.8; tp, abs. recall of pattern: 29; pattern: _ATOKEN_banh; pattern type: l0
len(selected_patterns):7798; curr precision: 0.8296; curr recall: 0.7008; curr f1: 0.7598; curr tp: 108045; curr fp: 22197; curr fn: 46120; curr tn: 1331162; precision of pattern: 0.8; tp, abs. recall of pattern: 29; pattern: ('SRL_arg1', 'TOKEN_was', '_ATOKEN_lunch'); pattern type: l1
len(selected_patterns):7799; curr precision: 0.8295; curr recall: 0.7009; curr f1: 0.7598; curr tp: 108055; curr fp: 22213; curr fn: 46110; curr tn: 1331146; precision of pattern: 0.8; tp, abs. recall of pattern: 29; pattern: ('PROX_near1', 'TOKEN_good', '_ATOKEN_selection'); pattern type: l1
len(selected_patterns):7800; curr precision: 0.8295; curr recall: 0.7009; curr f1: 0.7598; curr tp: 108057; curr fp: 22214; curr fn: 46108; curr tn: 1331145; precision of pattern: 0.8; tp, abs. recall of pattern: 29; pattern: ('DEP_conj', 'WORD', '_ATOKEN_toppings'); pattern type: l1
len(selected_patterns):7801; curr precision: 0.8294; curr recall: 0.701; curr f1: 0.7598; curr tp: 108063; curr fp: 22221; curr fn: 46102; curr tn: 1331138; precision of pattern: 0.8; tp, abs. recall of pattern: 29; pattern: ('DEP_compound', 'WORD', '_ATOKEN_california'); pattern type: l1
len(selected_patterns):7802; curr precision: 0.8294; curr recall: 0.701; curr f1: 0.7598; curr tp: 108066; curr fp: 22223; curr fn: 46099; curr tn: 1331136; precision of pattern: 0.8; tp, abs. recall of pattern: 28; pattern: _ATOKEN_glaze; pattern type: l0
len(selected_patterns):7803; curr precision: 0.8294; curr recall: 0.701; curr f1: 0.7598; curr tp: 108070; curr fp: 22223; curr fn: 46095; curr tn: 1331136; precision of pattern: 0.8; tp, abs. recall of pattern: 28; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_cook'); pattern type: l1
len(selected_patterns):7804; curr precision: 0.8293; curr recall: 0.7012; curr f1: 0.7599; curr tp: 108098; curr fp: 22250; curr fn: 46067; curr tn: 1331109; precision of pattern: 0.8; tp, abs. recall of pattern: 28; pattern: ('SRL_argm-prp', 'TOKEN_went', '_ATOKEN_dinner'); pattern type: l1
len(selected_patterns):7805; curr precision: 0.8293; curr recall: 0.7012; curr f1: 0.7599; curr tp: 108101; curr fp: 22253; curr fn: 46064; curr tn: 1331106; precision of pattern: 0.8; tp, abs. recall of pattern: 28; pattern: ('DEP_nmod', 'WORD', '_ATOKEN_veggies'); pattern type: l1
len(selected_patterns):7806; curr precision: 0.8293; curr recall: 0.7012; curr f1: 0.7599; curr tp: 108105; curr fp: 22257; curr fn: 46060; curr tn: 1331102; precision of pattern: 0.8; tp, abs. recall of pattern: 28; pattern: ('DEP_nmod:poss', '_ATOKEN_entrees', 'TOKEN_our'); pattern type: l1
len(selected_patterns):7807; curr precision: 0.8293; curr recall: 0.7014; curr f1: 0.76; curr tp: 108132; curr fp: 22261; curr fn: 46033; curr tn: 1331098; precision of pattern: 0.8; tp, abs. recall of pattern: 27; pattern: ('PROX_near2', '_ATOKEN_dining', 'TOKEN_is'); pattern type: l1
len(selected_patterns):7808; curr precision: 0.8292; curr recall: 0.7015; curr f1: 0.76; curr tp: 108144; curr fp: 22268; curr fn: 46021; curr tn: 1331091; precision of pattern: 0.8; tp, abs. recall of pattern: 27; pattern: ('DEP_det', '_ATOKEN_foods', 'WORD'); pattern type: l1
len(selected_patterns):7809; curr precision: 0.8293; curr recall: 0.7015; curr f1: 0.76; curr tp: 108145; curr fp: 22268; curr fn: 46020; curr tn: 1331091; precision of pattern: 0.8; tp, abs. recall of pattern: 27; pattern: ('DEP_compound', 'TOKEN_tartare', '_AWORD'); pattern type: l1
len(selected_patterns):7810; curr precision: 0.8292; curr recall: 0.7015; curr f1: 0.76; curr tp: 108147; curr fp: 22271; curr fn: 46018; curr tn: 1331088; precision of pattern: 0.8; tp, abs. recall of pattern: 27; pattern: ('DEP_case', '_ATOKEN_menu', 'TOKEN_for'); pattern type: l1
len(selected_patterns):7811; curr precision: 0.8292; curr recall: 0.7015; curr f1: 0.76; curr tp: 108149; curr fp: 22271; curr fn: 46016; curr tn: 1331088; precision of pattern: 0.8; tp, abs. recall of pattern: 26; pattern: _ATOKEN_mochi; pattern type: l0
len(selected_patterns):7812; curr precision: 0.8292; curr recall: 0.7015; curr f1: 0.7601; curr tp: 108150; curr fp: 22271; curr fn: 46015; curr tn: 1331088; precision of pattern: 0.8; tp, abs. recall of pattern: 26; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_vibe'); pattern type: l1
len(selected_patterns):7813; curr precision: 0.8291; curr recall: 0.7017; curr f1: 0.7601; curr tp: 108176; curr fp: 22301; curr fn: 45989; curr tn: 1331058; precision of pattern: 0.8; tp, abs. recall of pattern: 26; pattern: ('DEP_amod', 'WORD', '_ATOKEN_outside'); pattern type: l1
