len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OSYNSET('PERFECT.A.01'); pattern type: l0
len(selected_patterns):1677; curr precision: 0.7132; curr recall: 0.5875; curr f1: 0.6443; curr tp: 64123; curr fp: 25780; curr fn: 45028; curr tn: 1537398; precision of pattern: 0.6522; tp, abs. recall of pattern: 73; pattern: ('DEP_amod', "SYNSET('TEAM.N.01')", '_OWORD'); pattern type: l1
len(selected_patterns):1678; curr precision: 0.7132; curr recall: 0.5875; curr f1: 0.6443; curr tp: 64129; curr fp: 25790; curr fn: 45022; curr tn: 1537388; precision of pattern: 0.6471; tp, abs. recall of pattern: 62; pattern: ('PROX_near2', "SYNSET('CONSEQUENCE.N.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1679; curr precision: 0.7131; curr recall: 0.5876; curr f1: 0.6443; curr tp: 64137; curr fp: 25804; curr fn: 45014; curr tn: 1537374; precision of pattern: 0.65; tp, abs. recall of pattern: 47; pattern: ('PROX_near2', "SYNSET('GOOD.A.03')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1680; curr precision: 0.7129; curr recall: 0.5877; curr f1: 0.6443; curr tp: 64149; curr fp: 25829; curr fn: 45002; curr tn: 1537349; precision of pattern: 0.6522; tp, abs. recall of pattern: 45; pattern: ('PROX_near1', "SYNSET('USE.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1681; curr precision: 0.7128; curr recall: 0.5878; curr f1: 0.6443; curr tp: 64160; curr fp: 25850; curr fn: 44991; curr tn: 1537328; precision of pattern: 0.6389; tp, abs. recall of pattern: 137; pattern: ('PROX_near2', "_OSYNSET('DIFFICULTY.N.03')", 'POS_DT'); pattern type: l1
len(selected_patterns):1682; curr precision: 0.7127; curr recall: 0.588; curr f1: 0.6443; curr tp: 64178; curr fp: 25874; curr fn: 44973; curr tn: 1537304; precision of pattern: 0.6429; tp, abs. recall of pattern: 61; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('DISPLAY.N.06')"); pattern type: l1
len(selected_patterns):1683; curr precision: 0.7127; curr recall: 0.588; curr f1: 0.6444; curr tp: 64181; curr fp: 25878; curr fn: 44970; curr tn: 1537300; precision of pattern: 0.6364; tp, abs. recall of pattern: 35; pattern: ('SRL_argm-ext', "_OSYNSET('DESIRE.V.01')", 'POS_DT'); pattern type: l1
len(selected_patterns):1684; curr precision: 0.7127; curr recall: 0.588; curr f1: 0.6444; curr tp: 64185; curr fp: 25880; curr fn: 44966; curr tn: 1537298; precision of pattern: 0.6429; tp, abs. recall of pattern: 27; pattern: ('SRL_arg1', "SYNSET('INDUCE.V.02')", "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1685; curr precision: 0.7125; curr recall: 0.5882; curr f1: 0.6444; curr tp: 64199; curr fp: 25899; curr fn: 44952; curr tn: 1537279; precision of pattern: 0.6364; tp, abs. recall of pattern: 24; pattern: ('DEP_obj', 'POS_VBZ', "_OSYNSET('CONTENT.N.05')"); pattern type: l1
len(selected_patterns):1686; curr precision: 0.7125; curr recall: 0.5882; curr f1: 0.6444; curr tp: 64203; curr fp: 25907; curr fn: 44948; curr tn: 1537271; precision of pattern: 0.6364; tp, abs. recall of pattern: 23; pattern: ('SRL_arg1', "SYNSET('EXPERIENCE.V.03')", "_OSYNSET('CONTENT.N.05')"); pattern type: l1
len(selected_patterns):1687; curr precision: 0.7123; curr recall: 0.5884; curr f1: 0.6444; curr tp: 64221; curr fp: 25934; curr fn: 44930; curr tn: 1537244; precision of pattern: 0.6364; tp, abs. recall of pattern: 22; pattern: ('SRL_r-arg0', "_OSYNSET('CHANGE.V.01')", 'POS_WDT'); pattern type: l1
len(selected_patterns):1688; curr precision: 0.7123; curr recall: 0.5884; curr f1: 0.6445; curr tp: 64226; curr fp: 25936; curr fn: 44925; curr tn: 1537242; precision of pattern: 0.6429; tp, abs. recall of pattern: 18; pattern: ('SRL_arg0', 'POS_VBZ', "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1689; curr precision: 0.7116; curr recall: 0.5899; curr f1: 0.6451; curr tp: 64389; curr fp: 26091; curr fn: 44762; curr tn: 1537087; precision of pattern: 0.6282; tp, abs. recall of pattern: 198; pattern: ('SRL_argm-mnr', "SYNSET('WORK.V.01')", '_OPOS_R'); pattern type: l1
len(selected_patterns):1690; curr precision: 0.7116; curr recall: 0.59; curr f1: 0.6451; curr tp: 64399; curr fp: 26100; curr fn: 44752; curr tn: 1537078; precision of pattern: 0.6271; tp, abs. recall of pattern: 167; pattern: ('PROX_near2', '_OPOS_J', 'POS_JJS'); pattern type: l1
len(selected_patterns):1691; curr precision: 0.7112; curr recall: 0.5905; curr f1: 0.6453; curr tp: 64456; curr fp: 26170; curr fn: 44695; curr tn: 1537008; precision of pattern: 0.6271; tp, abs. recall of pattern: 151; pattern: ('PROX_near1', '_OPOS_J', "SYNSET('PROPERTY.N.04')"); pattern type: l1
len(selected_patterns):1692; curr precision: 0.7111; curr recall: 0.5906; curr f1: 0.6453; curr tp: 64465; curr fp: 26186; curr fn: 44686; curr tn: 1536992; precision of pattern: 0.625; tp, abs. recall of pattern: 39; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('TAKE.V.34')"); pattern type: l1
len(selected_patterns):1693; curr precision: 0.7111; curr recall: 0.5906; curr f1: 0.6453; curr tp: 64466; curr fp: 26187; curr fn: 44685; curr tn: 1536991; precision of pattern: 0.625; tp, abs. recall of pattern: 27; pattern: ('DEP_advmod', "_OSYNSET('BECOME.V.01')", "SYNSET('NOT.R.01')"); pattern type: l1
len(selected_patterns):1694; curr precision: 0.7111; curr recall: 0.5906; curr f1: 0.6453; curr tp: 64467; curr fp: 26187; curr fn: 44684; curr tn: 1536991; precision of pattern: 0.625; tp, abs. recall of pattern: 24; pattern: ('SRL_arg2', '_OPOS_J', 'POS_PRP'); pattern type: l1
len(selected_patterns):1695; curr precision: 0.711; curr recall: 0.5908; curr f1: 0.6454; curr tp: 64486; curr fp: 26208; curr fn: 44665; curr tn: 1536970; precision of pattern: 0.625; tp, abs. recall of pattern: 19; pattern: ('SRL_none', 'POS_UH', '_OWORD'); pattern type: l1
len(selected_patterns):1696; curr precision: 0.711; curr recall: 0.5908; curr f1: 0.6454; curr tp: 64489; curr fp: 26211; curr fn: 44662; curr tn: 1536967; precision of pattern: 0.625; tp, abs. recall of pattern: 18; pattern: ('SRL_arg1', "SYNSET('SEARCH.V.01')", "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1697; curr precision: 0.711; curr recall: 0.5908; curr f1: 0.6454; curr tp: 64490; curr fp: 26212; curr fn: 44661; curr tn: 1536966; precision of pattern: 0.625; tp, abs. recall of pattern: 17; pattern: ('SRL_argm-neg', "SYNSET('SUPPLY.V.01')", "_OSYNSET('NOT.R.01')"); pattern type: l1
len(selected_patterns):1698; curr precision: 0.711; curr recall: 0.5909; curr f1: 0.6454; curr tp: 64496; curr fp: 26218; curr fn: 44655; curr tn: 1536960; precision of pattern: 0.625; tp, abs. recall of pattern: 16; pattern: ('SRL_argm-prd', "_OSYNSET('DESIRE.V.01')", 'WORD'); pattern type: l1
len(selected_patterns):1699; curr precision: 0.711; curr recall: 0.5909; curr f1: 0.6454; curr tp: 64497; curr fp: 26218; curr fn: 44654; curr tn: 1536960; precision of pattern: 0.625; tp, abs. recall of pattern: 16; pattern: ('PROX_near1', "_OSYNSET('DESIRE.V.01')", 'POS_NNS'); pattern type: l1
len(selected_patterns):1700; curr precision: 0.711; curr recall: 0.5909; curr f1: 0.6454; curr tp: 64500; curr fp: 26223; curr fn: 44651; curr tn: 1536955; precision of pattern: 0.625; tp, abs. recall of pattern: 16; pattern: ('SRL_arg1', "SYNSET('EQUAL.V.01')", "_OSYNSET('DIFFICULTY.N.03')"); pattern type: l1
len(selected_patterns):1701; curr precision: 0.7109; curr recall: 0.591; curr f1: 0.6454; curr tp: 64507; curr fp: 26236; curr fn: 44644; curr tn: 1536942; precision of pattern: 0.625; tp, abs. recall of pattern: 11; pattern: ('DEP_obl', 'POS_VBD', "_OSYNSET('DIFFICULTY.N.03')"); pattern type: l1
len(selected_patterns):1702; curr precision: 0.7108; curr recall: 0.5911; curr f1: 0.6454; curr tp: 64516; curr fp: 26253; curr fn: 44635; curr tn: 1536925; precision of pattern: 0.6211; tp, abs. recall of pattern: 224; pattern: ('DEP_advcl', 'POS_JJ', '_OPOS_J'); pattern type: l1
len(selected_patterns):1703; curr precision: 0.7105; curr recall: 0.5913; curr f1: 0.6455; curr tp: 64539; curr fp: 26291; curr fn: 44612; curr tn: 1536887; precision of pattern: 0.6207; tp, abs. recall of pattern: 150; pattern: ('PROX_near2', "_OSYNSET('LARGE.A.01')", 'POS_NN'); pattern type: l1
len(selected_patterns):1704; curr precision: 0.7105; curr recall: 0.5914; curr f1: 0.6455; curr tp: 64553; curr fp: 26304; curr fn: 44598; curr tn: 1536874; precision of pattern: 0.62; tp, abs. recall of pattern: 138; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('DOOR.N.01')"); pattern type: l1
len(selected_patterns):1705; curr precision: 0.7104; curr recall: 0.5916; curr f1: 0.6456; curr tp: 64578; curr fp: 26328; curr fn: 44573; curr tn: 1536850; precision of pattern: 0.6216; tp, abs. recall of pattern: 117; pattern: ('PROX_near2', "_OSYNSET('DESIRE.V.01')", 'POS_.'); pattern type: l1
len(selected_patterns):1706; curr precision: 0.7104; curr recall: 0.5917; curr f1: 0.6456; curr tp: 64580; curr fp: 26331; curr fn: 44571; curr tn: 1536847; precision of pattern: 0.619; tp, abs. recall of pattern: 89; pattern: ('DEP_cc', "_OSYNSET('SMALL.A.01')", 'WORD'); pattern type: l1
len(selected_patterns):1707; curr precision: 0.7101; curr recall: 0.5918; curr f1: 0.6456; curr tp: 64599; curr fp: 26368; curr fn: 44552; curr tn: 1536810; precision of pattern: 0.6207; tp, abs. recall of pattern: 88; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('ORGANIZATION.N.01')"); pattern type: l1
len(selected_patterns):1708; curr precision: 0.7101; curr recall: 0.5919; curr f1: 0.6456; curr tp: 64606; curr fp: 26379; curr fn: 44545; curr tn: 1536799; precision of pattern: 0.6154; tp, abs. recall of pattern: 51; pattern: ('DEP_obj', 'POS_VBN', "_OSYNSET('DIFFICULTY.N.03')"); pattern type: l1
len(selected_patterns):1709; curr precision: 0.7099; curr recall: 0.5921; curr f1: 0.6457; curr tp: 64626; curr fp: 26404; curr fn: 44525; curr tn: 1536774; precision of pattern: 0.6154; tp, abs. recall of pattern: 37; pattern: ('SRL_argm-neg', "SYNSET('SUPPLY.V.01')", '_OWORD'); pattern type: l1
len(selected_patterns):1710; curr precision: 0.7099; curr recall: 0.5921; curr f1: 0.6457; curr tp: 64631; curr fp: 26407; curr fn: 44520; curr tn: 1536771; precision of pattern: 0.619; tp, abs. recall of pattern: 35; pattern: ('PROX_near2', 'POS_VBZ', "_OSYNSET('CONTENT.N.05')"); pattern type: l1
len(selected_patterns):1711; curr precision: 0.7058; curr recall: 0.5977; curr f1: 0.6473; curr tp: 65245; curr fp: 27191; curr fn: 43906; curr tn: 1535987; precision of pattern: 0.6125; tp, abs. recall of pattern: 2456; pattern: ('PROX_near1', 'POS_,', '_OPOS_J'); pattern type: l1
len(selected_patterns):1712; curr precision: 0.7058; curr recall: 0.5978; curr f1: 0.6473; curr tp: 65250; curr fp: 27199; curr fn: 43901; curr tn: 1535979; precision of pattern: 0.6129; tp, abs. recall of pattern: 163; pattern: ('DEP_conj', 'POS_VBG', '_OPOS_J'); pattern type: l1
len(selected_patterns):1713; curr precision: 0.7055; curr recall: 0.5985; curr f1: 0.6476; curr tp: 65323; curr fp: 27262; curr fn: 43828; curr tn: 1535916; precision of pattern: 0.614; tp, abs. recall of pattern: 151; pattern: ('SRL_argm-neg', "SYNSET('WORK.V.01')", '_OPOS_R'); pattern type: l1
len(selected_patterns):1714; curr precision: 0.7053; curr recall: 0.5986; curr f1: 0.6476; curr tp: 65342; curr fp: 27299; curr fn: 43809; curr tn: 1535879; precision of pattern: 0.6087; tp, abs. recall of pattern: 147; pattern: ('SRL_arg2', 'POS_MD', '_OPOS_J'); pattern type: l1
len(selected_patterns):1715; curr precision: 0.7049; curr recall: 0.5999; curr f1: 0.6482; curr tp: 65485; curr fp: 27421; curr fn: 43666; curr tn: 1535757; precision of pattern: 0.6; tp, abs. recall of pattern: 179; pattern: ('PROX_near1', "SYNSET('EXIST.V.01')", "_OSYNSET('NOT.R.01')"); pattern type: l1
len(selected_patterns):1716; curr precision: 0.7048; curr recall: 0.6; curr f1: 0.6482; curr tp: 65489; curr fp: 27423; curr fn: 43662; curr tn: 1535755; precision of pattern: 0.6; tp, abs. recall of pattern: 62; pattern: ('SRL_arg1', "SYNSET('INTERACT.V.01')", "_OSYNSET('DIFFICULTY.N.03')"); pattern type: l1
len(selected_patterns):1717; curr precision: 0.7048; curr recall: 0.6005; curr f1: 0.6485; curr tp: 65541; curr fp: 27450; curr fn: 43610; curr tn: 1535728; precision of pattern: 0.6; tp, abs. recall of pattern: 52; pattern: ('DEP_aux', "SYNSET('USE.V.01')", "_OSYNSET('MAKE.V.03')"); pattern type: l1
len(selected_patterns):1718; curr precision: 0.7048; curr recall: 0.6009; curr f1: 0.6487; curr tp: 65589; curr fp: 27465; curr fn: 43562; curr tn: 1535713; precision of pattern: 0.6; tp, abs. recall of pattern: 48; pattern: ('PROX_near2', "SYNSET('SATISFY.V.01')", "_OSYNSET('USE.V.01')"); pattern type: l1
len(selected_patterns):1719; curr precision: 0.7048; curr recall: 0.601; curr f1: 0.6488; curr tp: 65600; curr fp: 27482; curr fn: 43551; curr tn: 1535696; precision of pattern: 0.6; tp, abs. recall of pattern: 46; pattern: ('PROX_near2', 'POS_VB', "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1720; curr precision: 0.7048; curr recall: 0.601; curr f1: 0.6488; curr tp: 65601; curr fp: 27483; curr fn: 43550; curr tn: 1535695; precision of pattern: 0.6; tp, abs. recall of pattern: 44; pattern: ('DEP_obl', '_OPOS_J', "SYNSET('VISUAL_PERCEPT.N.01')"); pattern type: l1
len(selected_patterns):1721; curr precision: 0.7047; curr recall: 0.601; curr f1: 0.6488; curr tp: 65602; curr fp: 27485; curr fn: 43549; curr tn: 1535693; precision of pattern: 0.6; tp, abs. recall of pattern: 40; pattern: ('DEP_advcl', '_OPOS_J', "SYNSET('TRANSFER.V.02')"); pattern type: l1
len(selected_patterns):1722; curr precision: 0.7046; curr recall: 0.6014; curr f1: 0.6489; curr tp: 65641; curr fp: 27526; curr fn: 43510; curr tn: 1535652; precision of pattern: 0.6; tp, abs. recall of pattern: 39; pattern: ('SRL_argm-neg', 'POS_NN', '_OWORD'); pattern type: l1
len(selected_patterns):1723; curr precision: 0.7044; curr recall: 0.6017; curr f1: 0.649; curr tp: 65679; curr fp: 27556; curr fn: 43472; curr tn: 1535622; precision of pattern: 0.6; tp, abs. recall of pattern: 38; pattern: ('DEP_aux', "_OSYNSET('WORK.V.01')", "SYNSET('PRACTICE.V.01')"); pattern type: l1
len(selected_patterns):1724; curr precision: 0.7044; curr recall: 0.6017; curr f1: 0.6491; curr tp: 65680; curr fp: 27556; curr fn: 43471; curr tn: 1535622; precision of pattern: 0.6; tp, abs. recall of pattern: 35; pattern: ('PROX_near2', "SYNSET('PRACTICE.V.01')", "_OSYNSET('WORK.V.01')"); pattern type: l1
len(selected_patterns):1725; curr precision: 0.7044; curr recall: 0.6018; curr f1: 0.6491; curr tp: 65682; curr fp: 27560; curr fn: 43469; curr tn: 1535618; precision of pattern: 0.6; tp, abs. recall of pattern: 25; pattern: ('DEP_obl', '_OPOS_J', "SYNSET('CODE.N.03')"); pattern type: l1
len(selected_patterns):1726; curr precision: 0.7044; curr recall: 0.6019; curr f1: 0.6491; curr tp: 65700; curr fp: 27577; curr fn: 43451; curr tn: 1535601; precision of pattern: 0.6; tp, abs. recall of pattern: 19; pattern: ('DEP_nsubj:pass', '_OPOS_V', "SYNSET('DOOR.N.01')"); pattern type: l1
len(selected_patterns):1727; curr precision: 0.7043; curr recall: 0.6019; curr f1: 0.6491; curr tp: 65702; curr fp: 27580; curr fn: 43449; curr tn: 1535598; precision of pattern: 0.6; tp, abs. recall of pattern: 19; pattern: ('PROX_near2', 'POS_VBD', "_OSYNSET('CONTENT.N.05')"); pattern type: l1
len(selected_patterns):1728; curr precision: 0.7043; curr recall: 0.602; curr f1: 0.6491; curr tp: 65705; curr fp: 27586; curr fn: 43446; curr tn: 1535592; precision of pattern: 0.6; tp, abs. recall of pattern: 18; pattern: ('DEP_mark', '_OPOS_J', 'POS_DT'); pattern type: l1
len(selected_patterns):1729; curr precision: 0.7043; curr recall: 0.602; curr f1: 0.6491; curr tp: 65707; curr fp: 27587; curr fn: 43444; curr tn: 1535591; precision of pattern: 0.6; tp, abs. recall of pattern: 18; pattern: ('DEP_obl', '_OPOS_J', "SYNSET('ATHLETE.N.01')"); pattern type: l1
len(selected_patterns):1730; curr precision: 0.7043; curr recall: 0.602; curr f1: 0.6492; curr tp: 65714; curr fp: 27591; curr fn: 43437; curr tn: 1535587; precision of pattern: 0.6; tp, abs. recall of pattern: 17; pattern: ('DEP_aux:pass', "_OSYNSET('CHANGE.V.01')", "SYNSET('EXIST.V.01')"); pattern type: l1
len(selected_patterns):1731; curr precision: 0.7042; curr recall: 0.6022; curr f1: 0.6492; curr tp: 65731; curr fp: 27613; curr fn: 43420; curr tn: 1535565; precision of pattern: 0.6; tp, abs. recall of pattern: 17; pattern: ('DEP_nsubj:pass', "_OSYNSET('BETTER.V.02')", 'WORD'); pattern type: l1
len(selected_patterns):1732; curr precision: 0.7042; curr recall: 0.6022; curr f1: 0.6492; curr tp: 65732; curr fp: 27614; curr fn: 43419; curr tn: 1535564; precision of pattern: 0.6; tp, abs. recall of pattern: 16; pattern: ('SRL_arg1', "_OSYNSET('COPULATE.V.01')", 'POS_VB'); pattern type: l1
len(selected_patterns):1733; curr precision: 0.7042; curr recall: 0.6022; curr f1: 0.6492; curr tp: 65735; curr fp: 27616; curr fn: 43416; curr tn: 1535562; precision of pattern: 0.6; tp, abs. recall of pattern: 15; pattern: ('PROX_near2', "_OSYNSET('DIFFICULTY.N.03')", 'POS_NNS'); pattern type: l1
len(selected_patterns):1734; curr precision: 0.7041; curr recall: 0.6023; curr f1: 0.6493; curr tp: 65747; curr fp: 27627; curr fn: 43404; curr tn: 1535551; precision of pattern: 0.6; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', "SYNSET('BESIDES.R.02')", "_OSYNSET('NOT.R.01')"); pattern type: l1
len(selected_patterns):1735; curr precision: 0.704; curr recall: 0.6025; curr f1: 0.6493; curr tp: 65760; curr fp: 27643; curr fn: 43391; curr tn: 1535535; precision of pattern: 0.6; tp, abs. recall of pattern: 13; pattern: ('SRL_none', 'POS_.', "_OSYNSET('BE.V.01')"); pattern type: l1
len(selected_patterns):1736; curr precision: 0.704; curr recall: 0.6025; curr f1: 0.6493; curr tp: 65763; curr fp: 27649; curr fn: 43388; curr tn: 1535529; precision of pattern: 0.6; tp, abs. recall of pattern: 13; pattern: ('PROX_near2', 'POS_HYPH', '_OPOS_J'); pattern type: l1
len(selected_patterns):1737; curr precision: 0.704; curr recall: 0.6025; curr f1: 0.6493; curr tp: 65764; curr fp: 27651; curr fn: 43387; curr tn: 1535527; precision of pattern: 0.6; tp, abs. recall of pattern: 13; pattern: ('DEP_ccomp', "_OSYNSET('DESIRE.V.01')", 'POS_VBZ'); pattern type: l1
len(selected_patterns):1738; curr precision: 0.704; curr recall: 0.6026; curr f1: 0.6493; curr tp: 65774; curr fp: 27661; curr fn: 43377; curr tn: 1535517; precision of pattern: 0.6; tp, abs. recall of pattern: 11; pattern: ('DEP_obl', "_OSYNSET('CHANGE.V.02')", "SYNSET('TIME_UNIT.N.01')"); pattern type: l1
len(selected_patterns):1739; curr precision: 0.7039; curr recall: 0.6027; curr f1: 0.6493; curr tp: 65780; curr fp: 27672; curr fn: 43371; curr tn: 1535506; precision of pattern: 0.6; tp, abs. recall of pattern: 10; pattern: ('SRL_arg1', "_OSYNSET('UNDERSTAND.V.01')", "SYNSET('DIFFICULTY.N.02')"); pattern type: l1
len(selected_patterns):1740; curr precision: 0.7027; curr recall: 0.6054; curr f1: 0.6505; curr tp: 66083; curr fp: 27956; curr fn: 43068; curr tn: 1535222; precision of pattern: 0.5867; tp, abs. recall of pattern: 455; pattern: ('PROX_near2', "_OSYNSET('NOT.R.01')", 'POS_.'); pattern type: l1
len(selected_patterns):1741; curr precision: 0.7023; curr recall: 0.6057; curr f1: 0.6505; curr tp: 66114; curr fp: 28019; curr fn: 43037; curr tn: 1535159; precision of pattern: 0.5946; tp, abs. recall of pattern: 98; pattern: ('SRL_argm-mnr', 'POS_NN', '_OPOS_J'); pattern type: l1
len(selected_patterns):1742; curr precision: 0.7023; curr recall: 0.6062; curr f1: 0.6507; curr tp: 66163; curr fp: 28044; curr fn: 42988; curr tn: 1535134; precision of pattern: 0.5862; tp, abs. recall of pattern: 90; pattern: ('PROX_near1', "_OSYNSET('NOT.R.01')", "SYNSET('USE.V.01')"); pattern type: l1
